Entering constructor for: ReviewPal.ReviewPal2013.DrSmellPackage
Entering Initialize() of: ReviewPal.ReviewPal2013.DrSmellPackage
2022-10-10 03:58:29Z : PB = 175017984 : In   : -------------------- StyleCop.StyleCopCore..ctor(environment=<null>, hostTag=<null>)
2022-10-10 13:24:45Z : PB = 361263104 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-10-10 13:24:45Z : PB = 361275392 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-10-10 13:24:45Z : PB = 366047232 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-10-10 13:24:45Z : PB = 366047232 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-10-10 13:24:45Z : PB = 366067712 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-10-10 13:24:45Z : PB = 366067712 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-10-10 13:24:45Z : PB = 366067712 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-10-10 13:24:45Z : PB = 366067712 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-10-10 13:24:45Z : PB = 366067712 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-10-10 13:24:45Z : PB = 366067712 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-10-10 13:24:45Z : PB = 372297728 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-10-10 13:24:45Z : PB = 372297728 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-10-10 13:24:45Z : PB = 372301824 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-10-10 13:24:45Z : PB = 372301824 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-10-10 13:24:45Z : PB = 372301824 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-10-10 13:24:45Z : PB = 372342784 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-10-10 13:24:45Z : PB = 372342784 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-10-10 13:24:45Z : PB = 372342784 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-10-10 13:24:46Z : PB = 378761216 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-10-10 13:24:46Z : PB = 378761216 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-10-10 13:24:46Z : PB = 378761216 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-10-10 13:24:46Z : PB = 378761216 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-10-10 13:24:46Z : PB = 378761216 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-10-10 13:24:46Z : PB = 378765312 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-10-10 13:24:46Z : PB = 378765312 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-10-10 13:24:46Z : PB = 378765312 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-10-10 13:24:46Z : PB = 385372160 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-10-10 13:24:46Z : PB = 385372160 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-10-10 13:24:46Z : PB = 385372160 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-10-10 13:24:46Z : PB = 385372160 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-10-10 13:24:46Z : PB = 385372160 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-10-10 13:24:46Z : PB = 384675840 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-10-10 13:24:46Z : PB = 384675840 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-10-10 13:24:46Z : PB = 384675840 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-10-10 13:24:46Z : PB = 391643136 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-10-10 13:24:46Z : PB = 391643136 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-10-10 13:24:46Z : PB = 391647232 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-10-10 13:24:46Z : PB = 391647232 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-10-10 13:24:46Z : PB = 392437760 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-10-10 13:24:46Z : PB = 391667712 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-10-10 13:24:46Z : PB = 391667712 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-10-10 13:24:46Z : PB = 391667712 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-10-10 13:24:46Z : PB = 397860864 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-10-10 13:24:46Z : PB = 397860864 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-10-10 13:24:46Z : PB = 397860864 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-10-10 13:24:46Z : PB = 397860864 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-10-10 13:24:46Z : PB = 397860864 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-10-10 13:24:46Z : PB = 397860864 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-10-10 13:24:46Z : PB = 397860864 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-10-10 13:24:46Z : PB = 397860864 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-10-10 13:24:46Z : PB = 403607552 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-10-10 13:24:46Z : PB = 403673088 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-10-10 13:24:46Z : PB = 403804160 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-10-10 13:24:46Z : PB = 403869696 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-10-10 13:24:46Z : PB = 403935232 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-10-10 13:24:46Z : PB = 404000768 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-10-10 13:24:46Z : PB = 404000768 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-10-10 13:24:46Z : PB = 404000768 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-10-10 13:24:46Z : PB = 410992640 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-10-10 13:24:46Z : PB = 410992640 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-10-10 13:24:46Z : PB = 410992640 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-10-10 13:24:46Z : PB = 411049984 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-10-10 13:24:46Z : PB = 410992640 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-10-10 13:24:46Z : PB = 411009024 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-10-10 13:24:46Z : PB = 411009024 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-10-10 13:24:46Z : PB = 411009024 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-10-10 13:24:47Z : PB = 417046528 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-10-10 13:24:47Z : PB = 417046528 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-10-10 13:24:47Z : PB = 417046528 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-10-10 13:24:47Z : PB = 417046528 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-10-10 13:24:47Z : PB = 417046528 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-10-10 13:24:47Z : PB = 417046528 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-10-10 13:24:47Z : PB = 417046528 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-10-10 13:24:47Z : PB = 417046528 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-10-10 13:24:47Z : PB = 423718912 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-10-10 13:24:47Z : PB = 423718912 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-10-10 13:24:47Z : PB = 423718912 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-10-10 13:24:47Z : PB = 423718912 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-10-10 13:24:47Z : PB = 423718912 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-10-10 13:24:47Z : PB = 423731200 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-10-10 13:24:47Z : PB = 423731200 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-10-10 13:24:47Z : PB = 423731200 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-10-10 13:24:47Z : PB = 428797952 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-10-10 13:24:47Z : PB = 428797952 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-10-10 13:24:47Z : PB = 428797952 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-10-10 13:24:47Z : PB = 428797952 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-10-10 13:24:47Z : PB = 428797952 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-10-10 13:24:47Z : PB = 428797952 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-10-10 13:24:47Z : PB = 428797952 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-10-10 13:24:47Z : PB = 428797952 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-10-10 13:24:47Z : PB = 434143232 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-10-10 13:24:47Z : PB = 434143232 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-10-10 13:24:47Z : PB = 434143232 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-10-10 13:24:47Z : PB = 434143232 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-10-10 13:24:47Z : PB = 434143232 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-10-10 13:24:47Z : PB = 434753536 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-10-10 13:24:47Z : PB = 434884608 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-10-10 13:24:47Z : PB = 434950144 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-10-10 13:24:47Z : PB = 441016320 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-10-10 13:24:47Z : PB = 441016320 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-10-10 13:24:47Z : PB = 441016320 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-10-10 13:24:47Z : PB = 441016320 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-10-10 13:24:47Z : PB = 441016320 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-10-10 13:24:47Z : PB = 441016320 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-10-10 13:24:47Z : PB = 441016320 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-10-10 13:24:47Z : PB = 441016320 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-10-10 13:24:47Z : PB = 400453632 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-10-10 13:24:47Z : PB = 400453632 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-10-10 13:24:47Z : PB = 400453632 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-10-10 13:24:47Z : PB = 400453632 : Out  : --------- StyleCop.StyleCopThread.DoWork()
2022-10-10 13:24:47Z : PB = 400453632 : Out  : -------- StyleCop.StyleCopCore.RunWorkerThreads()=True
2022-10-10 13:24:47Z : PB = 400461824 : Out  : ------- StyleCop.StyleCopCore.Analyze()
2022-10-10 13:24:47Z : PB = 400461824 : Out  : ------ StyleCop.StyleCopCore.FullAnalyze()
2022-10-10 13:24:47Z : PB = 400461824 : In   : ------ StyleCop.VisualStudio.AnalysisHelper.AnalyzeComplete(sender=[AnalysisThread], e=[EventArgs])
2022-10-10 13:24:47Z : PB = 400461824 : In   : ------- StyleCop.VisualStudio.AnalysisHelper.AnalyzeCompleteMain(sender=[AnalysisThread], e=[EventArgs])
2022-10-10 13:24:49Z : PB = 400207872 : Out  : ------- StyleCop.VisualStudio.AnalysisHelper.AnalyzeCompleteMain()
2022-10-10 13:24:49Z : PB = 400211968 : Out  : ------ StyleCop.VisualStudio.AnalysisHelper.AnalyzeComplete()
2022-10-10 13:24:49Z : PB = 400211968 : Out  : ----- StyleCop.VisualStudio.AnalysisThread.AnalyzeProc()
2022-10-10 13:25:11Z : PB = 401440768 : In   : ---------------------------------- StyleCop.VisualStudio.AnalysisHelper.Analyze(full=True, type={Solution}, analysisFileManager=<missing>)
2022-10-10 13:25:11Z : PB = 401543168 : In   : ----- StyleCop.VisualStudio.AnalysisThread.AnalyzeProc()
2022-10-10 13:25:11Z : PB = 402751488 : Out  : ---------------------------------- StyleCop.VisualStudio.AnalysisHelper.Analyze()
2022-10-10 13:25:11Z : PB = 402751488 : In   : ------ StyleCop.StyleCopCore.FullAnalyze(projects=[List<CodeProject>: Count = 1])
2022-10-10 13:25:11Z : PB = 402751488 : In   : ------- StyleCop.StyleCopCore.Analyze(projects=[List<CodeProject>: Count = 1], ignoreCache=True, settingsPath=<null>)
2022-10-10 13:25:11Z : PB = 402759680 : In   : -------- StyleCop.StyleCopCore.RunWorkerThreads(data=[Data], count=1)
2022-10-10 13:25:11Z : PB = 402759680 : In   : --------- StyleCop.StyleCopThread.DoWork(sender=<null>)
2022-10-10 13:25:11Z : PB = 402759680 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-10-10 13:25:11Z : PB = 402759680 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-10-10 13:25:11Z : PB = 402759680 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-10-10 13:25:11Z : PB = 402759680 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-10-10 13:25:11Z : PB = 402759680 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-10-10 13:25:12Z : PB = 406077440 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-10-10 13:25:12Z : PB = 406077440 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-10-10 13:25:12Z : PB = 406077440 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-10-10 13:25:12Z : PB = 406077440 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-10-10 13:25:12Z : PB = 406077440 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-10-10 13:25:12Z : PB = 406077440 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-10-10 13:25:12Z : PB = 406077440 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-10-10 13:25:12Z : PB = 406077440 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-10-10 13:25:12Z : PB = 410345472 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-10-10 13:25:12Z : PB = 410128384 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-10-10 13:25:12Z : PB = 410128384 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-10-10 13:25:12Z : PB = 410128384 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-10-10 13:25:12Z : PB = 410128384 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-10-10 13:25:12Z : PB = 410128384 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-10-10 13:25:12Z : PB = 410128384 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-10-10 13:25:12Z : PB = 410128384 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-10-10 13:25:12Z : PB = 413417472 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-10-10 13:25:12Z : PB = 413417472 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-10-10 13:25:12Z : PB = 413417472 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-10-10 13:25:12Z : PB = 413417472 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-10-10 13:25:12Z : PB = 413417472 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-10-10 13:25:12Z : PB = 413417472 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-10-10 13:25:12Z : PB = 413417472 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-10-10 13:25:12Z : PB = 413417472 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-10-10 13:25:12Z : PB = 417222656 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-10-10 13:25:12Z : PB = 417222656 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-10-10 13:25:12Z : PB = 417222656 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-10-10 13:25:12Z : PB = 417222656 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-10-10 13:25:12Z : PB = 417222656 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-10-10 13:25:12Z : PB = 417021952 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-10-10 13:25:12Z : PB = 417021952 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-10-10 13:25:12Z : PB = 417021952 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-10-10 13:25:12Z : PB = 401416192 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
